ZCTA,DATE,AVG,DP
90011,2014-07-11,22.631403923034647,3.7661947089201004
90011,2014-07-12,22.94927406311035,3.694478434511339
90011,2014-07-13,23.41880130767825,4.155892024815465
90011,2014-07-14,23.27640628814695,5.0438546566275395
90011,2014-07-15,23.4324789047241,5.44214240266611
90011,2014-07-16,22.87497901916505,4.41523615612183
90011,2014-07-17,22.19067668914795,3.689591749195711
90011,2014-07-18,21.64301013946535,2.950859862206722
90011,2014-07-19,21.273588180542,3.686552504988049
90011,2014-07-20,22.5448923110962,4.023313717650227
90011,2014-07-21,22.60878753662105,3.7382025877010157
90011,2014-07-22,23.43066883087155,3.53620358669397
90011,2014-07-23,24.626708030700648,3.852326817688924
90011,2014-07-24,25.6644124984741,4.268261217039278
90011,2014-07-25,25.2225923538208,5.1591136940962175
90011,2014-07-26,24.59070491790775,5.143902291948409
90011,2014-07-27,24.63499450683595,5.138961683964885
90011,2014-07-28,25.6782455444336,5.656524041793735
90011,2014-07-29,25.11519622802735,4.966418121070518
90011,2014-07-30,25.66400146484375,5.470013755433123
90011,2014-07-31,24.78759765625,4.9166139400091575
90011,2014-08-01,23.89961814880375,4.162362301936333
90011,2014-08-02,24.405812263488748,3.9538442803858707
90011,2014-08-03,25.8012628555298,7.1996358287405515
90011,2014-08-04,24.084666252136252,4.005660383006167
90011,2014-08-05,22.11365604400635,2.1222322525821906
90011,2014-08-06,21.26457023620605,2.5775504913488616
90011,2014-08-07,22.082003593444853,3.1571071488810643
90011,2014-08-08,22.763219833374002,3.6793618859625066
90011,2014-08-09,23.3045587539673,4.445154550271075
90011,2014-08-10,23.694100379943848,3.92538551793925
90011,2014-08-11,23.532102584838853,3.9060570314473333
90011,2014-08-12,23.61080646514895,4.4269049404458976
90011,2014-08-13,22.789392471313448,3.7870964064558974
90011,2014-08-14,23.4343709945679,3.5243189039031257
90011,2014-08-15,24.12399673461915,2.9200428786048693
90011,2014-08-16,25.016917228698752,4.518669267803483
90011,2014-08-17,24.7344217300415,4.322197358331084
90011,2014-08-18,23.8219127655029,3.583702851540254
90011,2014-08-19,23.779514312744148,5.3957526655700025
90011,2014-08-20,23.7576694488525,4.929571719780196
90011,2014-08-21,22.75864124298095,3.9491162758351495
90011,2014-08-22,23.43901920318605,4.4797614923132745
90011,2014-08-23,23.458739280700648,4.087441965492701
90011,2014-08-24,23.2466220855713,3.9592201088825054
90011,2014-08-25,22.15234661102295,3.186085965660954
90011,2014-08-26,23.49025440216065,3.575736350660909
90011,2014-08-27,25.885640144348148,4.545114049124239
90011,2014-08-28,26.371889114379897,5.431336619971648
90011,2014-08-29,24.628174781799302,3.820610017071769
90011,2014-08-30,24.36037063598635,3.5804062037639315
90011,2014-08-31,25.009687423706048,5.310319914532139
90011,2014-09-01,25.069649696350098,5.974001994899721
90011,2014-09-02,24.2924671173096,5.161289718928907
90011,2014-09-03,23.7255268096924,5.018557839679595
90011,2014-09-04,23.113174438476598,4.48651261335236
90011,2014-09-05,23.33618545532225,3.792859970667657
90011,2014-09-06,24.63508033752445,3.8967018664056012
90011,2014-09-07,26.62962341308595,5.562315211991855
90011,2014-09-08,26.3971424102783,6.941302372099698
90011,2014-09-09,25.8689365386963,5.356464717447631
90011,2014-09-10,24.1345329284668,3.2113332642129477
90011,2014-09-11,25.6592082977295,5.197592571697057
90011,2014-09-12,26.307153701782198,5.4431852800865315
